ylabel,Jerk Index (dual-arm)
OP1,18598800000000.00,2565510000000.00,2523800000000.00,6380800000000.00
OP2,3838220000000.00,6870300000000.00,55405000000000.00,24947300000000.00
OP3,1333240000000.00,1948160000000.00,1879100000000.00,4510200000000.00
