ylabel,Task time [s] (relative)
OP1,0.78,0.78,0.92,0.66
OP2,0.70,0.24,0.52,0.66,0.66,1.09,0.88,1.29
OP3,0.67,0.64,0.29,0.64,0.51,0.81,0.64,0.97,0.44,0.92,0.38,0.66
