ylabel,FoC (relative)
OP1,1.25,1.07,1.60,1.05
OP2,0.88,0.42,0.71,1.14,0.77,0.82,0.88,0.75
OP3,0.75,0.95,0.80,0.40,0.43,1.07,0.71,0.71,1.50,0.50,0.40,0.75
