ylabel,FoC to Control Rate
OP1,0.75,0.75,0.80,1.00
OP2,1.40,0.50,1.00,1.60,1.00,1.40,1.40,1.20
OP3,1.82,2.73,1.21,0.91,0.91,2.27,1.52,1.52,1.82,1.52,1.21,0.91
