ylabel,[-]
OP1,0.75,0.75,0.80
OP2,1.4,0.5,1,1.6,1,1.4,1.4,1.2,1.1,1.4,1.6,1.8
OP3,1.8,2.7,1.2,0.9,0.9,2.3
