ylabel,Jerk Index (dual-arm) (practice)
OP1,15045250000000.0, 2691800000000.0, 2848900000000.0, 8484100000000.0
OP2,3159230000000.0, 2875790000000.0, 3997400000000.0, 51180400000000.0, 41587000000000.0, 28190000000000.0, 8129450000000.0, 5821910000000.0
OP3,1136250000000.0, 1193710000000.0, 1529360000000.0, 1592930000000.0, 1601900000000.0, 1534900000000.0, 1109950000000.0, 1434210000000.0, 1569950000000.0, 5942000000000.0, 6818000000000.0, 4899600000000.0
