ylabel,Synchronization Rate
OP1,
OP2,0.4357255920535863, 0.4357255920535863, 0.15301217742240364, 0.15301217742240364, 0.4499858400245894, 0.4499858400245894, 0.48545997257563156, 0.48545997257563156
OP3,0.3855087855321025, 0.4297036057343531, 0.5541031684247408,  0.22592252072058555, 0.24278406195932645,0.31773211712558025,0.6517763429802649,  0.673000269506644,  0.6210169847932647,0.26802171534111974,0.44185357934144465,0.392879211222002
