ylabel,Jerk Index (left arm)
OP1,17863600000000.00,2281020000000.00,2472200000000.00,7118400000000.00
OP2,4129500000000.00,9170000000000.00,52820000000000.00,28353600000000.00
OP3,1358340000000.00,1872120000000.00,1702400000000.00,4510800000000.00
