ylabel,Jerk Index(left arm)
OP1,33720000000000.0, 18550000000000.0, 12560000000000.0, 17050000000000.0, 7438000000000.0, 1267000000000.0, 1299000000000.0, 6132000000000.0, 1861000000000.0, 846100000000.0, 4987000000000.0, 1572000000000.0, 3076000000000.0, 1117000000000.0, 1609000000000.0, 9580000000000.0, 4152000000000.0, 15240000000000.0, 4468000000000.0, 2152000000000.0
OP2,9937000000000.0, 7130000000000.0, 2151000000000.0, 658900000000.0, 770600000000.0, 5863000000000.0, 24260000000000.0, 2830000000000.0, 9707000000000.0, 3190000000000.0, 151500000000000.0, 38560000000000.0, 24730000000000.0, 23750000000000.0, 25560000000000.0, 109400000000000.0, 18780000000000.0, 4476000000000.0, 7428000000000.0, 1684000000000.0
OP3,2145000000000.0, 889900000000.0, 2502000000000.0, 832600000000.0, 422200000000.0, 3403000000000.0, 2106000000000.0, 860600000000.0, 1602000000000.0, 1389000000000.0, 1095000000000.0, 2514000000000.0, 1797000000000.0, 1710000000000.0, 1396000000000.0, 9338000000000.0, 3861000000000.0, 2133000000000.0, 4053000000000.0, 3169000000000.0
