ylabel,WWL (absolute)
OP1,54.6,66.1,79.9,57.4
OP2,64.3,54,64,58.7,20.3,75.6,27.3,70.1
OP3,50.9,80.9,69.4,19.1,78,40.3,48.4,65.9,60.7,59.6,66.6,38.4
