ylabel,Jerk Index (right arm)
OP1,19334000000000.00,2850000000000.00,2575400000000.00,5643200000000.00
OP2,3546940000000.00,4570600000000.00,57990000000000.00,21541000000000.00
OP3,1308140000000.00,2024200000000.00,2055800000000.00,4509600000000.00
