ylabel,Controllability (relative)
OP1,1.67,0.60,2.50,2.00
OP2,0.60,1.33,1.20,1.17,1.40,0.67,1.00,1.20
OP3,0.80,0.80,0.50,3.00,0.40,1.20,1.00,3.00,3.00,0.71,0.83,3.00
