ylabel,WWL (relative)
OP1,0.77,1.39,1.03,0.98
OP2,1.12,0.90,1.08,0.90,0.31,0.98,0.55,1.18
OP3,0.71,1.11,0.94,0.23,0.94,0.78,0.71,1.02,0.90,1.03,1.02,0.57
