ylabel,Manipulated variable [%]
OP1,100, 100, 100, 100
OP2,56.07192426941059, 43.92807573058942, 52.07552018568309, 47.924479814316917, 56.9891034435061, 43.0108965564939, 55.5962206493172, 44.403779350682804
OP3,50.07398985056206, 32.066551996681375, 17.85945815275656, 26.49976096342864, 31.37787352246829, 42.12236551410306, 26.85254507649994, 53.60095562816694, 19.54649929533312, 34.48499812936244, 18.17168414884597, 47.34331772179159
