ylabel,AWWL
OP1,86.14,58.62
OP2_1,59.14,68.05,50.57,86.71
OP2_2,80.57,71.52,64.52,74.19
OP3_1,59.53,78.38
OP3_2,52.43,52.71,51.05,77.48
